,user,user_id,location,is_reply_to,reply_id,is_quoted,is_rt,time
125,ronald_roelandt,3653254156,Heuvelland,ronald_roelandt,3653254156,False,False,2020-12-30 11:05:12
126,PeterPositief,238608213,Brussels,,,False,False,2020-12-30 11:05:03
127,tjaderidder,107351701,Charleroi,Alex_Mbz,1433689621,False,False,2020-12-30 11:04:57
128,JJDohmen7,2177803237,Anderlecht,,,False,False,2020-12-30 11:04:49
129,CanibalSuicune,932144786,Mons,,,True,False,2020-12-30 11:04:47
130,DavidJahmill,286265524,Antwerp,Dommanpapi,824518560852631552,False,False,2020-12-30 11:04:42
131,SjoekeMalfait,3937124176,Evergem,JustMe0095,56653429,False,False,2020-12-30 11:04:38
132,u_mml,2870412497,Herstal,Avicenna_Razi,1171759632374779904,False,False,2020-12-30 11:04:33
133,Awkward0ne,1064275097102495744,Mechelen,,,False,False,2020-12-30 11:04:25
134,JackyVandecast1,1324290998432878593,Tielt,Britta_World,1267582159876915201,False,False,2020-12-30 11:04:22
135,ronald_roelandt,3653254156,Heuvelland,superzu,5652972,False,False,2020-12-30 11:04:03
136,juniperlamorte,1262642263110422529,Ghent,sunne,3043601,False,False,2020-12-30 11:03:59
137,u_mml,2870412497,Herstal,Avicenna_Razi,1171759632374779904,False,False,2020-12-30 11:03:54
138,Bluesbully,4374678460,Genk,greendaychick57,83355233,False,False,2020-12-30 11:03:54
139,cestadil,1317733284030353408,Dilbeek,,,False,False,2020-12-30 11:03:52
140,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 11:03:39
141,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-30 11:03:29
142,DielsDirk,536431389,Antwerp,MbayeLeye,431016039,False,False,2020-12-30 11:03:13
143,SofieJanssen5,1329849398587756546,Hechtel-Eksel,,,False,False,2020-12-30 11:03:11
144,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 11:02:55
145,robbekurt,848241157968736257,Jabbeke,,,False,False,2020-12-30 11:02:52
146,aarontheworld_,39993576,Ghent,iamrodafrog,78922546,False,False,2020-12-30 11:02:44
147,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 11:02:19
148,ronald_roelandt,3653254156,Heuvelland,Ingeborgvraagt,308538615,False,False,2020-12-30 11:02:16
149,robbekurt,848241157968736257,Jabbeke,BartStandaert,130075853,False,False,2020-12-30 11:01:56
150,SjoekeMalfait,3937124176,Evergem,JustMe0095,56653429,False,False,2020-12-30 11:01:50
151,JackyVandecast1,1324290998432878593,Tielt,Janet_zebra,1293531273122779136,False,False,2020-12-30 11:01:34
152,SteffiVerheye98,274071430,Kortrijk,,,False,False,2020-12-30 11:01:27
153,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-30 11:01:27
154,PaulDeBruyn2,738739234677358593,Mortsel,Socksoff1,1619335836,False,False,2020-12-30 11:01:21
155,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 11:01:05
156,u_mml,2870412497,Herstal,herkesicinCHP,255515879,False,False,2020-12-30 11:00:56
157,rolandvanwerde,1538482177,Louvain,,,False,False,2020-12-30 11:00:50
158,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 11:00:40
159,nonkelpier,44210445,Brakel,nonkelpier,44210445,False,False,2020-12-30 11:00:36
160,_Sigrid,82905753,Baelen,,,False,False,2020-12-30 11:00:34
161,JackyVandecast1,1324290998432878593,Tielt,Jacqlin28,1204652975035179010,False,False,2020-12-30 11:00:31
162,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-30 11:00:29
163,LouisMa09695417,1067793436034719744,Etalle,Yves_Grecourt,436806689,False,False,2020-12-30 11:00:16
164,SantozK,7183042,Aiseau-Presles,,,False,False,2020-12-30 11:00:15
165,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 11:00:10
166,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 11:00:08
167,STIER36658876,1232601529414234113,Evergem,dbtibet,161021704,False,False,2020-12-30 10:59:54
168,SjoekeMalfait,3937124176,Evergem,JustMe0095,56653429,False,False,2020-12-30 10:59:50
169,JackyVandecast1,1324290998432878593,Tielt,johndevries312,4112122833,False,False,2020-12-30 10:59:27
170,Awkward0ne,1064275097102495744,Mechelen,,,False,False,2020-12-30 10:59:15
171,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:59:13
172,juniperlamorte,1262642263110422529,Ghent,,,False,False,2020-12-30 10:59:11
173,Stephan91919816,1281524623440519168,Perwez,,,False,False,2020-12-30 10:59:03
174,Melvorgazh,2294983794,Vorst,silverf29093450,1234164876190388225,False,False,2020-12-30 10:59:01
175,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 10:58:54
176,PaulDeBruyn2,738739234677358593,Mortsel,Socksoff1,1619335836,False,False,2020-12-30 10:58:47
177,tmj_bel_eng,39292529,Welkenraedt,,,False,False,2020-12-30 10:58:46
178,piaurero1004,3155300344,Berloz,belge_sympa,3037752646,False,False,2020-12-30 10:58:41
179,u_mml,2870412497,Herstal,,,False,False,2020-12-30 10:58:39
180,Tw40849232,910809589213474817,Bruges,MbayeLeye,431016039,False,False,2020-12-30 10:58:39
181,KopanoMaroga,274987944,Anderlecht,ztsamudzi,2968635633,True,False,2020-12-30 10:58:36
182,LouisMa09695417,1067793436034719744,Etalle,Dronesky2000,4652416887,False,False,2020-12-30 10:58:30
183,STIER36658876,1232601529414234113,Evergem,vlbelang,22473403,False,False,2020-12-30 10:58:27
184,SjoekeMalfait,3937124176,Evergem,,,False,False,2020-12-30 10:58:12
185,KabongoRichard4,909761210555432960,Mons,Mungedi3,1237539507425161216,False,False,2020-12-30 10:58:07
186,EvyTerrific,897113256187375616,Antwerp,,,False,False,2020-12-30 10:58:07
187,JackyVandecast1,1324290998432878593,Tielt,kiekelekoekje,906555485926633472,False,False,2020-12-30 10:58:04
188,W_Dobbel,53185729,Knesselare,bertvstnberghe,223474280,False,False,2020-12-30 10:57:58
189,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-30 10:57:55
190,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:57:44
191,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:57:35
192,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:57:25
193,SpikieJonas,221235950,Tienen,i0n1c,16365707,False,False,2020-12-30 10:57:22
194,pierrepinte,142374216,Tubize,HugoPoliart,143734017,False,False,2020-12-30 10:57:09
195,UncleTom_mass,154175356,Merelbeke,,,False,False,2020-12-30 10:57:06
196,KabongoRichard4,909761210555432960,Mons,leParrainRDC,4825540504,False,False,2020-12-30 10:56:59
197,FredPaulussen,601836294,Brussels,,,False,False,2020-12-30 10:56:48
198,LouisMa09695417,1067793436034719744,Etalle,BoumBaDaBoum_,1294732374304010240,False,False,2020-12-30 10:56:46
199,Tw40849232,910809589213474817,Bruges,,,False,False,2020-12-30 10:56:46
200,desmetph,47770968,Blankenberge,,,False,False,2020-12-30 10:56:37
201,FransVerstrepe2,797418720729645060,Bruges,adevaere,218064347,False,False,2020-12-30 10:56:37
202,Bluesbully,4374678460,Genk,Tikitea1974,625409610,False,False,2020-12-30 10:56:32
203,Melvorgazh,2294983794,Vorst,Trilluminarian,2790147350,False,False,2020-12-30 10:56:24
204,JackyVandecast1,1324290998432878593,Tielt,beautysatheaven,191839269,False,False,2020-12-30 10:56:22
205,Tw40849232,910809589213474817,Bruges,,,False,False,2020-12-30 10:56:14
206,Rasta_Red69,907739563,Fléron,KevSauvage,819194538891902976,False,False,2020-12-30 10:56:11
207,mateoARTS,917059635948982272,Ghent,xa_yuw,1140545702633910272,False,False,2020-12-30 10:56:10
208,pLUpF69eA4Ra0ME,1042434654744264705,Brecht,singzgaming,2977015751,False,False,2020-12-30 10:56:03
209,esthababe,892906675233009664,Vorst,,,True,False,2020-12-30 10:56:03
210,mateoARTS,917059635948982272,Ghent,2khansy,2309458957,False,False,2020-12-30 10:56:03
211,SrslyOlitz,107503845,Antwerp,,,False,False,2020-12-30 10:55:56
212,KALFA86952680,1317978643218501633,Kruishoutem,LikogluSuleyman,999280034371244032,False,False,2020-12-30 10:55:52
213,DNewtonC,1896835741,Oudergem,nickhopkinsonEU,3315837778,False,False,2020-12-30 10:55:45
214,goudaphotograph,2419152120,Asse,,,False,False,2020-12-30 10:55:36
215,piaurero1004,3155300344,Berloz,belge_sympa,3037752646,False,False,2020-12-30 10:55:34
216,aarontheworld_,39993576,Ghent,,,False,False,2020-12-30 10:55:31
217,mateoARTS,917059635948982272,Ghent,TORIEUON,1272628631496470538,False,False,2020-12-30 10:55:02
218,Rasta_Red69,907739563,Fléron,MbayeLeye,431016039,False,False,2020-12-30 10:54:55
219,durieudorine,369970228,Poperinge,,,True,False,2020-12-30 10:54:49
220,lenayunjijae,1616033090,Pepinster,,,True,False,2020-12-30 10:54:48
221,Stefke_B,141741970,Liedekerke,,,False,False,2020-12-30 10:54:41
222,zikaele,932594007489826816,Sint-Gillis,PabloPerezA,169407655,False,False,2020-12-30 10:54:05
223,lenayunjijae,1616033090,Pepinster,,,True,False,2020-12-30 10:53:57
224,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 10:53:37
225,JefCauwenberghs,882581982,Kapelle-op-den-Bos,,,True,False,2020-12-30 10:53:32
226,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:53:30
227,FabienneGutkin,1220348465605201928,Herstal,,,False,False,2020-12-30 10:53:27
228,sselinerya,1300782863525314561,Maasmechelen,,,False,False,2020-12-30 10:53:26
229,stevenheylen,29978778,Aartselaar,,,True,False,2020-12-30 10:52:42
230,JackyVandecast1,1324290998432878593,Tielt,Brigittevdr,1284535970298290177,False,False,2020-12-30 10:52:34
231,vozrozhdenyie,83394294,Diest,,,False,False,2020-12-30 10:52:27
232,Eurocentrique,18764018,Koekelberg,,,True,False,2020-12-30 10:52:24
233,uliks_psk,1679399216,Sint-Jans-Molenbeek,__joshwalton,894179395174359041,False,False,2020-12-30 10:52:01
234,yummmymummy16,1191761797600165891,Deinze,,,False,False,2020-12-30 10:51:59
235,DNewtonC,1896835741,Oudergem,nickhopkinsonEU,3315837778,False,False,2020-12-30 10:51:51
236,Bilabietje,524782046,Roeselare,katja_bru,970354796631871488,False,False,2020-12-30 10:51:47
237,SebastiaanLamm3,3970587689,Bruges,,,False,False,2020-12-30 10:51:24
238,JackyVandecast1,1324290998432878593,Tielt,kiekelekoekje,906555485926633472,False,False,2020-12-30 10:51:09
239,DNewtonC,1896835741,Oudergem,GriffHistorical,859705146,False,False,2020-12-30 10:50:49
240,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 10:50:31
241,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 10:49:53
242,DarthSquig,19772495,Etterbeek,horatiorama,18492985,False,False,2020-12-30 10:49:53
243,Nicolascvlr,506422411,Tournai,BigBad_Hater,4092632549,False,False,2020-12-30 10:49:49
244,CanibalSuicune,932144786,Mons,,,False,False,2020-12-30 10:49:39
245,DroverYvo,1285614436489854981,Ostend,1903George,1319768683095465985,False,False,2020-12-30 10:49:27
246,nonkelpier,44210445,Brakel,drWouterArrazol,1662209748,False,False,2020-12-30 10:49:14
247,piaurero1004,3155300344,Berloz,belge_sympa,3037752646,False,False,2020-12-30 10:49:07
248,JackyVandecast1,1324290998432878593,Tielt,Jacqlin28,1204652975035179010,False,False,2020-12-30 10:49:05
249,RAKADAKABAMBAMI,882856625073258496,Brussels,RifainFr,3021807371,False,False,2020-12-30 10:49:04
250,DroverYvo,1285614436489854981,Ostend,Von_HZ,1167005411762954240,False,False,2020-12-30 10:49:01
251,DavidCha_BEL,19444574,Liege,marcelsel,35761322,False,False,2020-12-30 10:48:22
252,DarthSquig,19772495,Etterbeek,,,True,False,2020-12-30 10:48:10
253,JackyVandecast1,1324290998432878593,Tielt,fransbauer_,391380651,False,False,2020-12-30 10:48:10
254,CanibalSuicune,932144786,Mons,,,True,False,2020-12-30 10:48:09
255,fadel_amnsor,1011000623574212612,Oudenaarde,,,False,False,2020-12-30 10:48:04
256,piet_stinissen,1042589724,Diepenbeek,piet_stinissen,1042589724,False,False,2020-12-30 10:47:52
257,BiancaCvozC1,928260889031200773,Overpelt,BiancaCvozC1,928260889031200773,False,False,2020-12-30 10:47:52
258,lutdebisschop,19081326,Ostend,Jacques_verl,313803835,False,False,2020-12-30 10:47:28
259,SrslyOlitz,107503845,Antwerp,,,False,False,2020-12-30 10:47:24
260,stijnvlaeminck,54487092,Bredene,,,True,False,2020-12-30 10:47:23
261,lutdebisschop,19081326,Ostend,vuurdistel,280140289,False,False,2020-12-30 10:47:13
262,Fi_FBN,592957880,Antwerp,BelfiusConnect,716000982,False,False,2020-12-30 10:47:13
263,Eurocentrique,18764018,Koekelberg,,,True,False,2020-12-30 10:46:57
264,JackyVandecast1,1324290998432878593,Tielt,kiekelekoekje,906555485926633472,False,False,2020-12-30 10:46:40
265,V_Forconi,321467589,Vorst,petunianelsole,24195377,False,False,2020-12-30 10:46:39
266,nidjebu4,135436861,Etterbeek,,,True,False,2020-12-30 10:46:17
267,DNewtonC,1896835741,Oudergem,RKelway,916774470,False,False,2020-12-30 10:46:15
268,goudaphotograph,2419152120,Asse,,,True,False,2020-12-30 10:46:13
269,DarthSquig,19772495,Etterbeek,DarthSquig,19772495,False,False,2020-12-30 10:46:01
270,Sam_TLuabeya,896303272885092353,Brecht,MiamiHEAT,11026952,False,False,2020-12-30 10:45:53
271,nonkelpier,44210445,Brakel,drWouterArrazol,1662209748,False,False,2020-12-30 10:45:45
272,BiancaCvozC1,928260889031200773,Overpelt,BiancaCvozC1,928260889031200773,False,False,2020-12-30 10:45:37
273,DroverYvo,1285614436489854981,Ostend,Lamo77310302,1326473406548758528,False,False,2020-12-30 10:45:31
274,piaurero1004,3155300344,Berloz,belge_sympa,3037752646,False,False,2020-12-30 10:45:28
275,Moouthbreather,198101642,Charleroi,,,True,False,2020-12-30 10:45:02
276,gerry_lenaerts,1259085267241259008,Landen,,,False,False,2020-12-30 10:45:00
277,rob_televisie,229600073,Sound & vision,,,False,False,2020-12-30 10:44:56
278,JackyVandecast1,1324290998432878593,Tielt,An20_03,1109814283288887296,False,False,2020-12-30 10:44:55
279,DroverYvo,1285614436489854981,Ostend,Otin_Marco,62352071,False,False,2020-12-30 10:44:23
280,DNewtonC,1896835741,Oudergem,ian13m,27648931,False,False,2020-12-30 10:44:12
281,nonkelpier,44210445,Brakel,drWouterArrazol,1662209748,False,False,2020-12-30 10:43:51
282,LuytenCarina,784113198077272064,Herentals,fireondemand1,761076417287233536,False,False,2020-12-30 10:43:21
283,DarthSquig,19772495,Etterbeek,PradaDr,391504620,False,False,2020-12-30 10:43:04
284,JackyVandecast1,1324290998432878593,Tielt,Jacqlin28,1204652975035179010,False,False,2020-12-30 10:42:58
285,piaurero1004,3155300344,Berloz,,,False,False,2020-12-30 10:42:57
286,robbekurt,848241157968736257,Jabbeke,DomiSGT,515781676,False,False,2020-12-30 10:42:46
287,27Brahimi,975047942338961408,Jette,,,False,False,2020-12-30 10:42:29
288,juniperlamorte,1262642263110422529,Ternat,,,False,False,2020-12-30 10:42:28
289,BiancaCvozC1,928260889031200773,Overpelt,,,False,False,2020-12-30 10:42:13
290,joukesp,525285274,Zemst,pacoulmag,4392742761,False,False,2020-12-30 10:42:08
291,KarlBoumans,63750441,Herent,slijpschrijf,961396596,False,False,2020-12-30 10:42:06
292,robbekurt,848241157968736257,Jabbeke,BartStandaert,130075853,False,False,2020-12-30 10:41:40
293,JackyVandecast1,1324290998432878593,Tielt,_WonderLady,703674155187699712,False,False,2020-12-30 10:41:12
294,tinynews_be,29404934,Chièvres,ThalieYoung,2900523916,False,False,2020-12-30 10:40:45
